section,tab_order,family,slot,glyph_block,glyph,display_glyph,shape_name,fh6_full_code_decimal,fh6_full_code_hex,fh6_shape_word_decimal,fh6_shape_word_hex,fh6_page_byte_decimal,fh6_low_byte_decimal,fh5_reference_code_decimal,fh5_reference_word_decimal,fh5_to_fh6_word_delta,confidence,fh5_difference_note,import_note,resource_path
shape_tab,1,Primitives,11,,,,Circle,1048687,0x10006f,111,0x006f,0,111,1048687,111,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/11.png
shape_tab,1,Primitives,12,,,,Octagon,1048688,0x100070,112,0x0070,0,112,1048688,112,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/12.png
shape_tab,1,Primitives,13,,,,Shield,1048689,0x100071,113,0x0071,0,113,1048689,113,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/13.png
shape_tab,1,Primitives,14,,,,Right Triangle Border,1048690,0x100072,114,0x0072,0,114,1048690,114,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/14.png
shape_tab,1,Primitives,15,,,,Five Pointed Star Border,1048691,0x100073,115,0x0073,0,115,1048691,115,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/15.png
shape_tab,1,Primitives,16,,,,Rounded Square,1048692,0x100074,116,0x0074,0,116,1048692,116,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/16.png
shape_tab,1,Primitives,17,,,,Upside Down Beaker,1048693,0x100075,117,0x0075,0,117,1048693,117,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/17.png
shape_tab,1,Primitives,18,,,,Quarter Circle,1048694,0x100076,118,0x0076,0,118,1048694,118,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/18.png
shape_tab,1,Primitives,19,,,,Arrow Border,1048695,0x100077,119,0x0077,0,119,1048695,119,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/19.png
shape_tab,1,Primitives,20,,,,Quarter Outside Circle,1048696,0x100078,120,0x0078,0,120,1048696,120,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/20.png
shape_tab,1,Primitives,21,,,,Triangle,1048697,0x100079,121,0x0079,0,121,1048697,121,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/21.png
shape_tab,1,Primitives,22,,,,Cut Square,1048698,0x10007a,122,0x007a,0,122,1048698,122,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/22.png
shape_tab,1,Primitives,23,,,,Square Border,1048699,0x10007b,123,0x007b,0,123,1048699,123,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/23.png
shape_tab,1,Primitives,24,,,,Hexagon Border,1048700,0x10007c,124,0x007c,0,124,1048700,124,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/24.png
shape_tab,1,Primitives,25,,,,Half Circle Border,1048701,0x10007d,125,0x007d,0,125,1048701,125,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/25.png
shape_tab,1,Primitives,26,,,,Ten Pointed Star,1048702,0x10007e,126,0x007e,0,126,1048702,126,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/26.png
shape_tab,1,Primitives,27,,,,Animal Tooth,1048703,0x10007f,127,0x007f,0,127,1048703,127,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/27.png
shape_tab,1,Primitives,28,,,,Square Half Border,1048704,0x100080,128,0x0080,0,128,1048704,128,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/28.png
shape_tab,1,Primitives,29,,,,Pentagon,1048705,0x100081,129,0x0081,0,129,1048705,129,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/29.png
shape_tab,1,Primitives,30,,,,Banana,1048706,0x100082,130,0x0082,0,130,1048706,130,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/30.png
shape_tab,1,Primitives,31,,,,Right Triangle,1048707,0x100083,131,0x0083,0,131,1048707,131,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/31.png
shape_tab,1,Primitives,32,,,,Five Pointed Star,1048708,0x100084,132,0x0084,0,132,1048708,132,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/32.png
shape_tab,1,Primitives,33,,,,Circle Border,1048709,0x100085,133,0x0085,0,133,1048709,133,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/33.png
shape_tab,1,Primitives,34,,,,Octagon Border,1048710,0x100086,134,0x0086,0,134,1048710,134,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/34.png
shape_tab,1,Primitives,35,,,,Narrowing Rectangle,1048711,0x100087,135,0x0087,0,135,1048711,135,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/35.png
shape_tab,1,Primitives,36,,,,Jellybean,1048712,0x100088,136,0x0088,0,136,1048712,136,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/36.png
shape_tab,1,Primitives,37,,,,Droplet,1048713,0x100089,137,0x0089,0,137,1048713,137,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/37.png
shape_tab,1,Primitives,38,,,,Circle Half Border,1048714,0x10008a,138,0x008a,0,138,1048714,138,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/38.png
shape_tab,1,Primitives,39,,,,Ellipse,1048715,0x10008b,139,0x008b,0,139,1048715,139,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/39.png
shape_tab,1,Primitives,40,,,,Pentagon Border,1048716,0x10008c,140,0x008c,0,140,1048716,140,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Primitives/40.png
shape_tab,2,Community_Vinyls_1,1,,,,Boomerang,1050677,0x100835,2101,0x0835,8,53,1050677,2101,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/1.png
shape_tab,2,Community_Vinyls_1,2,,,,Squashed Box,1050678,0x100836,2102,0x0836,8,54,1050678,2102,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/2.png
shape_tab,2,Community_Vinyls_1,3,,,,Yin Yang Half,1050679,0x100837,2103,0x0837,8,55,1050679,2103,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/3.png
shape_tab,2,Community_Vinyls_1,4,,,,Flowing Parallelogram,1050680,0x100838,2104,0x0838,8,56,1050680,2104,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/4.png
shape_tab,2,Community_Vinyls_1,5,,,,Flowing S Curve,1050681,0x100839,2105,0x0839,8,57,1050681,2105,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/5.png
shape_tab,2,Community_Vinyls_1,6,,,,Parallelogram,1050682,0x10083a,2106,0x083a,8,58,1050682,2106,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/6.png
shape_tab,2,Community_Vinyls_1,7,,,,Skewed Oval Border,1050683,0x10083b,2107,0x083b,8,59,1050683,2107,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/7.png
shape_tab,2,Community_Vinyls_1,8,,,,Center Faded Pinwheel,1050684,0x10083c,2108,0x083c,8,60,1050684,2108,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/8.png
shape_tab,2,Community_Vinyls_1,9,,,,Randomised Leaf Matter,1050685,0x10083d,2109,0x083d,8,61,1050685,2109,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/9.png
shape_tab,2,Community_Vinyls_1,10,,,,Sausage Glow,1050686,0x10083e,2110,0x083e,8,62,1050686,2110,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/10.png
shape_tab,2,Community_Vinyls_1,11,,,,Skunk Tail,1050687,0x10083f,2111,0x083f,8,63,1050687,2111,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/11.png
shape_tab,2,Community_Vinyls_1,12,,,,Lemon,1050688,0x100840,2112,0x0840,8,64,1050688,2112,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/12.png
shape_tab,2,Community_Vinyls_1,13,,,,Egg,1050689,0x100841,2113,0x0841,8,65,1050689,2113,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/13.png
shape_tab,2,Community_Vinyls_1,14,,,,Pill,1050690,0x100842,2114,0x0842,8,66,1050690,2114,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/14.png
shape_tab,2,Community_Vinyls_1,15,,,,Splatter,1050691,0x100843,2115,0x0843,8,67,1050691,2115,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/15.png
shape_tab,2,Community_Vinyls_1,16,,,,Four Pointed Star Border,1050692,0x100844,2116,0x0844,8,68,1050692,2116,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/16.png
shape_tab,2,Community_Vinyls_1,17,,,,Skewed Bus Stop Line,1050693,0x100845,2117,0x0845,8,69,1050693,2117,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/17.png
shape_tab,2,Community_Vinyls_1,18,,,,Off Centre Line Explosion,1050694,0x100846,2118,0x0846,8,70,1050694,2118,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/18.png
shape_tab,2,Community_Vinyls_1,19,,,,Decreasing Volume Curve,1050695,0x100847,2119,0x0847,8,71,1050695,2119,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/19.png
shape_tab,2,Community_Vinyls_1,20,,,,Tall Barcode Shadow,1050696,0x100848,2120,0x0848,8,72,1050696,2120,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/20.png
shape_tab,2,Community_Vinyls_1,21,,,,Old School Helmet,1050697,0x100849,2121,0x0849,8,73,1050697,2121,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/21.png
shape_tab,2,Community_Vinyls_1,22,,,,Longer Droplet,1050698,0x10084a,2122,0x084a,8,74,1050698,2122,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/22.png
shape_tab,2,Community_Vinyls_1,23,,,,Half Curved Rectangle,1050699,0x10084b,2123,0x084b,8,75,1050699,2123,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/23.png
shape_tab,2,Community_Vinyls_1,24,,,,Tall Flowing S Curve,1050700,0x10084c,2124,0x084c,8,76,1050700,2124,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/24.png
shape_tab,2,Community_Vinyls_1,25,,,,Four Pointed Star,1050701,0x10084d,2125,0x084d,8,77,1050701,2125,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/25.png
shape_tab,2,Community_Vinyls_1,26,,,,Three Pointed Star Border,1050702,0x10084e,2126,0x084e,8,78,1050702,2126,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/26.png
shape_tab,2,Community_Vinyls_1,27,,,,Thin Arch Line,1050703,0x10084f,2127,0x084f,8,79,1050703,2127,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/27.png
shape_tab,2,Community_Vinyls_1,28,,,,Randomised Rectangle,1050704,0x100850,2128,0x0850,8,80,1050704,2128,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/28.png
shape_tab,2,Community_Vinyls_1,29,,,,In Car Dial,1050705,0x100851,2129,0x0851,8,81,1050705,2129,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/29.png
shape_tab,2,Community_Vinyls_1,30,,,,Chequerboard,1050706,0x100852,2130,0x0852,8,82,1050706,2130,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/30.png
shape_tab,2,Community_Vinyls_1,31,,,,Curved Triangle,1050707,0x100853,2131,0x0853,8,83,1050707,2131,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/31.png
shape_tab,2,Community_Vinyls_1,32,,,,Curved Blade of Grass,1050708,0x100854,2132,0x0854,8,84,1050708,2132,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/32.png
shape_tab,2,Community_Vinyls_1,33,,,,Squeezed Square,1050709,0x100855,2133,0x0855,8,85,1050709,2133,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/33.png
shape_tab,2,Community_Vinyls_1,34,,,,Tall Mug Handle,1050710,0x100856,2134,0x0856,8,86,1050710,2134,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/34.png
shape_tab,2,Community_Vinyls_1,35,,,,Three Pointed Star,1050711,0x100857,2135,0x0857,8,87,1050711,2135,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/35.png
shape_tab,2,Community_Vinyls_1,36,,,,Parallelogram Border,1050712,0x100858,2136,0x0858,8,88,1050712,2136,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/36.png
shape_tab,2,Community_Vinyls_1,37,,,,Thin Quarter Circle Line,1050713,0x100859,2137,0x0859,8,89,1050713,2137,0,confirmed/import-tested type word,"Same order/code model as FH5 reference for this tab; FH6 importer writes the 16-bit shape word, not the whole 7-digit code.",Use full code in JSON or write shape_word at layer offset 0x7A.,tools/fabric-editor/Resources/Vinyls/Community_Vinyls_1/37.png
